最大物理内存块号：100
页面大小：10条指令
作业大小：320条指令
允许分配的内存块数：4

指令号 逻辑地址 逻辑页号 物理块号 物理地址 装入情况
102	284	28	 72	  724	   22	5	28	11	
103	286	28	 72	  726	   22	5	28	11	
104	51	5	 2	  21	   22	5	28	11	
105	48	4	 16	  168	   4	5	28	11	
106	42	4	 16	  162	   4	5	28	11	
107	43	4	 16	  163	   4	5	28	11	
108	47	4	 16	  167	   4	5	28	11	
109	200	20	 3	  30	   4	5	28	20	
110	198	19	 72	  728	   4	5	19	20	
111	197	19	 72	  727	   4	5	19	20	
112	203	20	 3	  33	   4	5	19	20	
113	198	19	 72	  728	   4	5	19	20	
114	120	12	 2	  20	   4	12	19	20	
115	123	12	 2	  23	   4	12	19	20	
116	120	12	 2	  20	   4	12	19	20	
117	117	11	 16	  167	   11	12	19	20	
118	117	11	 16	  167	   11	12	19	20	
119	124	12	 2	  24	   11	12	19	20	
120	310	31	 3	  30	   11	12	19	31	
121	311	31	 3	  31	   11	12	19	31	
122	315	31	 3	  35	   11	12	19	31	
123	312	31	 3	  32	   11	12	19	31	
124	167	16	 72	  727	   11	12	16	31	
125	169	16	 72	  729	   11	12	16	31	
126	168	16	 72	  728	   11	12	16	31	
127	169	16	 72	  729	   11	12	16	31	
128	171	17	 16	  161	   17	12	16	31	
129	25	2	 2	  25	   17	2	16	31	
130	27	2	 2	  27	   17	2	16	31	
131	29	2	 2	  29	   17	2	16	31	
132	26	2	 2	  26	   17	2	16	31	
133	19	1	 3	  39	   17	2	16	1	
134	22	2	 2	  22	   17	2	16	1	
135	158	15	 72	  728	   17	2	15	1	
136	163	16	 16	  163	   16	2	15	1	
137	158	15	 72	  728	   16	2	15	1	
138	157	15	 72	  727	   16	2	15	1	
139	162	16	 16	  162	   16	2	15	1	
140	314	31	 3	  34	   16	2	15	31	
141	316	31	 3	  36	   16	2	15	31	
142	69	6	 2	  29	   16	6	15	31	
143	69	6	 2	  29	   16	6	15	31	
144	74	7	 72	  724	   16	6	7	31	
145	75	7	 72	  725	   16	6	7	31	
146	255	25	 16	  165	   25	6	7	31	
147	255	25	 16	  165	   25	6	7	31	
148	77	7	 72	  727	   25	6	7	31	
149	83	8	 3	  33	   25	6	7	8	
150	82	8	 3	  32	   25	6	7	8	
151	75	7	 72	  725	   25	6	7	8	
152	79	7	 72	  729	   25	6	7	8	
153	80	8	 3	  30	   25	6	7	8	
154	203	20	 2	  23	   25	20	7	8	
155	205	20	 2	  25	   25	20	7	8	
156	206	20	 2	  26	   25	20	7	8	
157	142	14	 16	  162	   14	20	7	8	
158	144	14	 16	  164	   14	20	7	8	
159	150	15	 72	  720	   14	20	15	8	
160	143	14	 16	  163	   14	20	15	8	
161	142	14	 16	  162	   14	20	15	8	
162	77	7	 3	  37	   14	20	15	7	
163	75	7	 3	  35	   14	20	15	7	
164	81	8	 2	  21	   14	8	15	7	
165	82	8	 2	  22	   14	8	15	7	
166	73	7	 3	  33	   14	8	15	7	
167	79	7	 3	  39	   14	8	15	7	
168	284	28	 72	  724	   14	8	28	7	
169	284	28	 72	  724	   14	8	28	7	
170	283	28	 72	  723	   14	8	28	7	
171	277	27	 16	  167	   27	8	28	7	
172	276	27	 16	  166	   27	8	28	7	
173	281	28	 72	  721	   27	8	28	7	
174	7	0	 2	  27	   27	0	28	7	
175	255	25	 3	  35	   27	0	28	25	
176	4	0	 2	  24	   27	0	28	25	
177	8	0	 2	  28	   27	0	28	25	
178	8	0	 2	  28	   27	0	28	25	
179	80	8	 16	  160	   8	0	28	25	
180	251	25	 3	  31	   8	0	28	25	
181	251	25	 3	  31	   8	0	28	25	
182	80	8	 16	  160	   8	0	28	25	
183	83	8	 16	  163	   8	0	28	25	
184	81	8	 16	  161	   8	0	28	25	
185	84	8	 16	  164	   8	0	28	25	
186	79	7	 72	  729	   8	0	7	25	
187	83	8	 16	  163	   8	0	7	25	
188	263	26	 2	  23	   8	26	7	25	
189	264	26	 2	  24	   8	26	7	25	
190	280	28	 3	  30	   8	26	7	28	
191	274	27	 72	  724	   8	26	27	28	
192	281	28	 3	  31	   8	26	27	28	
193	276	27	 72	  726	   8	26	27	28	
194	280	28	 3	  30	   8	26	27	28	
195	83	8	 16	  163	   8	26	27	28	
196	87	8	 16	  167	   8	26	27	28	
197	88	8	 16	  168	   8	26	27	28	
198	86	8	 16	  166	   8	26	27	28	
199	66	6	 2	  26	   8	6	27	28	
200	68	6	 2	  28	   8	6	27	28	
201	41	4	 72	  721	   8	6	4	28	
202	41	4	 72	  721	   8	6	4	28	
203	48	4	 72	  728	   8	6	4	28	
204	42	4	 72	  722	   8	6	4	28	
205	259	25	 3	  39	   8	6	4	25	
206	258	25	 3	  38	   8	6	4	25	
207	117	11	 16	  167	   11	6	4	25	
208	108	10	 2	  28	   11	10	4	25	
209	114	11	 16	  164	   11	10	4	25	
210	110	11	 16	  160	   11	10	4	25	
211	112	11	 16	  162	   11	10	4	25	
212	114	11	 16	  164	   11	10	4	25	
213	294	29	 72	  724	   11	10	29	25	
214	295	29	 72	  725	   11	10	29	25	
215	295	29	 72	  725	   11	10	29	25	
216	295	29	 72	  725	   11	10	29	25	
217	25	2	 3	  35	   11	10	29	2	
218	32	3	 2	  22	   11	3	29	2	
219	28	2	 3	  38	   11	3	29	2	
220	26	2	 3	  36	   11	3	29	2	
221	112	11	 16	  162	   11	3	29	2	
222	156	15	 72	  726	   11	3	15	2	
223	157	15	 72	  727	   11	3	15	2	
224	156	15	 72	  726	   11	3	15	2	
225	14	1	 2	  24	   11	1	15	2	
226	13	1	 2	  23	   11	1	15	2	
227	14	1	 2	  24	   11	1	15	2	
228	4	0	 3	  34	   11	1	15	0	
229	7	0	 3	  37	   11	1	15	0	
230	13	1	 2	  23	   11	1	15	0	
231	13	1	 2	  23	   11	1	15	0	
232	10	1	 2	  20	   11	1	15	0	
233	112	11	 16	  162	   11	1	15	0	
234	110	11	 16	  160	   11	1	15	0	
235	113	11	 16	  163	   11	1	15	0	
236	262	26	 72	  722	   11	1	26	0	
237	265	26	 72	  725	   11	1	26	0	
238	97	9	 3	  37	   11	1	26	9	
239	97	9	 3	  37	   11	1	26	9	
240	102	10	 2	  22	   11	10	26	9	
241	98	9	 3	  38	   11	10	26	9	
242	94	9	 3	  34	   11	10	26	9	
243	94	9	 3	  34	   11	10	26	9	
244	30	3	 16	  160	   3	10	26	9	
245	267	26	 72	  727	   3	10	26	9	
246	268	26	 72	  728	   3	10	26	9	
247	269	26	 72	  729	   3	10	26	9	
248	263	26	 72	  723	   3	10	26	9	
249	174	17	 2	  24	   3	17	26	9	
250	170	17	 2	  20	   3	17	26	9	
251	173	17	 2	  23	   3	17	26	9	
252	21	2	 3	  31	   3	17	26	2	
253	23	2	 3	  33	   3	17	26	2	
254	23	2	 3	  33	   3	17	26	2	
255	22	2	 3	  32	   3	17	26	2	
256	20	2	 3	  30	   3	17	26	2	
257	7	0	 16	  167	   0	17	26	2	
258	120	12	 72	  720	   0	17	12	2	
259	51	5	 2	  21	   0	5	12	2	
260	50	5	 2	  20	   0	5	12	2	
261	55	5	 2	  25	   0	5	12	2	
262	48	4	 3	  38	   0	5	12	4	
263	45	4	 3	  35	   0	5	12	4	
264	50	5	 2	  20	   0	5	12	4	
265	250	25	 16	  160	   25	5	12	4	
266	252	25	 16	  162	   25	5	12	4	
267	0	0	 72	  720	   25	5	0	4	
268	0	0	 72	  720	   25	5	0	4	
269	254	25	 16	  164	   25	5	0	4	
270	255	25	 16	  165	   25	5	0	4	
271	135	13	 3	  35	   25	5	0	13	
272	136	13	 3	  36	   25	5	0	13	
273	139	13	 3	  39	   25	5	0	13	
274	138	13	 3	  38	   25	5	0	13	
275	141	14	 2	  21	   25	14	0	13	
276	137	13	 3	  37	   25	14	0	13	
277	172	17	 72	  722	   25	14	17	13	
278	175	17	 72	  725	   25	14	17	13	
279	176	17	 72	  726	   25	14	17	13	
280	288	28	 16	  168	   28	14	17	13	
281	287	28	 16	  167	   28	14	17	13	
282	291	29	 2	  21	   28	29	17	13	
283	165	16	 3	  35	   28	29	17	16	
284	165	16	 3	  35	   28	29	17	16	
285	184	18	 72	  724	   28	29	18	16	
286	187	18	 72	  727	   28	29	18	16	
287	189	18	 72	  729	   28	29	18	16	
288	182	18	 72	  722	   28	29	18	16	
289	185	18	 72	  725	   28	29	18	16	
290	190	19	 16	  160	   19	29	18	16	
291	303	30	 2	  23	   19	30	18	16	
292	306	30	 2	  26	   19	30	18	16	
293	305	30	 2	  25	   19	30	18	16	
294	305	30	 2	  25	   19	30	18	16	
295	247	24	 3	  37	   19	30	18	24	
296	248	24	 3	  38	   19	30	18	24	
297	249	24	 3	  39	   19	30	18	24	
298	121	12	 72	  721	   19	30	12	24	
299	121	12	 72	  721	   19	30	12	24	
300	124	12	 72	  724	   19	30	12	24	
301	43	4	 16	  163	   4	30	12	24	
302	44	4	 16	  164	   4	30	12	24	
303	47	4	 16	  167	   4	30	12	24	
304	163	16	 2	  23	   4	16	12	24	
305	163	16	 2	  23	   4	16	12	24	
306	157	15	 3	  37	   4	16	12	15	
307	162	16	 2	  22	   4	16	12	15	
308	161	16	 2	  21	   4	16	12	15	
309	309	30	 72	  729	   4	16	30	15	
310	148	14	 16	  168	   14	16	30	15	
311	145	14	 16	  165	   14	16	30	15	
312	142	14	 16	  162	   14	16	30	15	
313	143	14	 16	  163	   14	16	30	15	
314	190	19	 3	  30	   14	16	30	19	
315	188	18	 2	  28	   14	18	30	19	
316	194	19	 3	  34	   14	18	30	19	
317	190	19	 3	  30	   14	18	30	19	
318	190	19	 3	  30	   14	18	30	19	
319	197	19	 3	  37	   14	18	30	19	
缺页次数：107
缺页率：0.334375
